,Lat,Long,Year,Month,Date,Hour,Min,Sec,Rain Rate
0,27.32028,-80.84139,2017.0,1.0,4.0,19.0,26.0,0.0,15.24
1,27.32028,-80.84139,2017.0,1.0,4.0,19.0,27.0,0.0,30.48
2,27.32028,-80.84139,2017.0,1.0,4.0,19.0,28.0,0.0,15.24
3,27.32028,-80.84139,2017.0,1.0,4.0,19.0,29.0,0.0,7.65
4,27.32028,-80.84139,2017.0,1.0,4.0,19.0,30.0,0.0,3.89
5,27.32028,-80.84139,2017.0,1.0,4.0,19.0,31.0,0.0,1.42
6,27.32028,-80.84139,2017.0,1.0,4.0,19.0,32.0,0.0,0.23
7,27.32028,-80.84139,2017.0,1.0,4.0,19.0,33.0,0.0,0.33
8,27.32028,-80.84139,2017.0,1.0,4.0,19.0,34.0,0.0,1.72
9,27.32028,-80.84139,2017.0,1.0,4.0,19.0,35.0,0.0,3.98
10,27.32028,-80.84139,2017.0,1.0,4.0,19.0,36.0,0.0,5.47
11,27.32028,-80.84139,2017.0,1.0,4.0,19.0,37.0,0.0,5.79
12,27.32028,-80.84139,2017.0,1.0,4.0,19.0,38.0,0.0,5.86
13,27.32028,-80.84139,2017.0,1.0,4.0,19.0,39.0,0.0,9.38
14,27.32028,-80.84139,2017.0,1.0,4.0,19.0,40.0,0.0,15.24
15,27.32028,-80.84139,2017.0,1.0,7.0,16.0,50.0,0.0,-3.05
16,27.32028,-80.84139,2017.0,1.0,7.0,16.0,51.0,0.0,-3.05
17,27.32028,-80.84139,2017.0,1.0,7.0,16.0,52.0,0.0,-3.05
18,27.32028,-80.84139,2017.0,1.0,7.0,16.0,53.0,0.0,-3.05
19,27.32028,-80.84139,2017.0,1.0,7.0,16.0,54.0,0.0,-3.05
20,27.32028,-80.84139,2017.0,1.0,7.0,18.0,10.0,0.0,-3.05
21,27.32028,-80.84139,2017.0,1.0,7.0,18.0,11.0,0.0,-3.05
22,27.32028,-80.84139,2017.0,1.0,7.0,18.0,12.0,0.0,-3.05
23,27.32028,-80.84139,2017.0,1.0,7.0,18.0,13.0,0.0,-3.05
24,27.32028,-80.84139,2017.0,1.0,7.0,18.0,14.0,0.0,-3.05
25,27.32028,-80.84139,2017.0,1.0,10.0,12.0,24.0,0.0,-3.05
26,27.32028,-80.84139,2017.0,1.0,10.0,12.0,25.0,0.0,-3.05
27,27.32028,-80.84139,2017.0,1.0,10.0,12.0,26.0,0.0,-3.05
28,27.32028,-80.84139,2017.0,1.0,10.0,12.0,27.0,0.0,-3.05
29,27.32028,-80.84139,2017.0,1.0,10.0,12.0,28.0,0.0,-3.05
30,27.32028,-80.84139,2017.0,1.0,10.0,14.0,23.0,0.0,-3.05
31,27.32028,-80.84139,2017.0,1.0,10.0,14.0,24.0,0.0,-3.05
32,27.32028,-80.84139,2017.0,1.0,10.0,14.0,25.0,0.0,-3.05
33,27.32028,-80.84139,2017.0,1.0,10.0,14.0,26.0,0.0,-3.05
34,27.32028,-80.84139,2017.0,1.0,10.0,14.0,27.0,0.0,-3.05
35,27.32028,-80.84139,2017.0,1.0,10.0,17.0,13.0,0.0,-3.05
36,27.32028,-80.84139,2017.0,1.0,10.0,17.0,14.0,0.0,-3.05
37,27.32028,-80.84139,2017.0,1.0,10.0,17.0,15.0,0.0,-3.05
38,27.32028,-80.84139,2017.0,1.0,10.0,17.0,16.0,0.0,-3.05
39,27.32028,-80.84139,2017.0,1.0,10.0,17.0,17.0,0.0,-3.05
40,27.32028,-80.84139,2017.0,1.0,10.0,18.0,0.0,0.0,-3.05
41,27.32028,-80.84139,2017.0,1.0,10.0,18.0,1.0,0.0,-3.05
42,27.32028,-80.84139,2017.0,1.0,10.0,18.0,2.0,0.0,-3.05
43,27.32028,-80.84139,2017.0,1.0,10.0,18.0,3.0,0.0,-3.05
44,27.32028,-80.84139,2017.0,1.0,10.0,18.0,4.0,0.0,-3.05
45,27.32028,-80.84139,2017.0,1.0,23.0,4.0,30.0,0.0,-3.05
46,27.32028,-80.84139,2017.0,1.0,23.0,4.0,31.0,0.0,-3.05
47,27.32028,-80.84139,2017.0,1.0,23.0,4.0,32.0,0.0,-3.05
48,27.32028,-80.84139,2017.0,1.0,23.0,4.0,33.0,0.0,-3.05
49,27.32028,-80.84139,2017.0,1.0,23.0,4.0,34.0,0.0,-3.05
50,27.32028,-80.84139,2017.0,1.0,23.0,5.0,2.0,0.0,2.54
51,27.32028,-80.84139,2017.0,1.0,23.0,5.0,3.0,0.0,2.54
52,27.32028,-80.84139,2017.0,1.0,23.0,5.0,4.0,0.0,2.54
53,27.32028,-80.84139,2017.0,1.0,23.0,5.0,5.0,0.0,2.54
54,27.32028,-80.84139,2017.0,1.0,23.0,5.0,6.0,0.0,2.54
55,27.32028,-80.84139,2017.0,1.0,23.0,5.0,7.0,0.0,2.54
56,27.32028,-80.84139,2017.0,1.0,23.0,5.0,8.0,0.0,2.54
57,27.32028,-80.84139,2017.0,1.0,23.0,5.0,9.0,0.0,2.54
58,27.32028,-80.84139,2017.0,1.0,23.0,5.0,10.0,0.0,2.54
59,27.32028,-80.84139,2017.0,1.0,23.0,5.0,11.0,0.0,2.54
60,27.32028,-80.84139,2017.0,1.0,23.0,5.0,12.0,0.0,2.54
61,27.32028,-80.84139,2017.0,1.0,23.0,5.0,13.0,0.0,2.54
62,27.32028,-80.84139,2017.0,1.0,23.0,12.0,45.0,0.0,5.02
63,27.32028,-80.84139,2017.0,1.0,23.0,12.0,46.0,0.0,5.31
64,27.32028,-80.84139,2017.0,1.0,23.0,12.0,47.0,0.0,5.31
65,27.32028,-80.84139,2017.0,1.0,23.0,12.0,48.0,0.0,5.02
66,27.32028,-80.84139,2017.0,1.0,23.0,12.0,49.0,0.0,4.44
67,27.32028,-80.84139,2017.0,1.0,23.0,12.0,50.0,0.0,3.65
68,27.32028,-80.84139,2017.0,1.0,23.0,12.0,51.0,0.0,2.91
69,27.32028,-80.84139,2017.0,1.0,23.0,12.0,52.0,0.0,2.31
70,27.32028,-80.84139,2017.0,1.0,23.0,12.0,53.0,0.0,1.84
71,27.32028,-80.84139,2017.0,1.0,23.0,12.0,54.0,0.0,1.51
72,27.32028,-80.84139,2017.0,1.0,23.0,12.0,55.0,0.0,1.31
73,27.32028,-80.84139,2017.0,1.0,23.0,12.0,56.0,0.0,1.24
74,27.32028,-80.84139,2017.0,1.0,23.0,12.0,57.0,0.0,1.29
75,27.32028,-80.84139,2017.0,1.0,23.0,12.0,58.0,0.0,1.35
76,27.32028,-80.84139,2017.0,1.0,23.0,12.0,59.0,0.0,1.4
77,27.32028,-80.84139,2017.0,1.0,23.0,13.0,0.0,0.0,1.45
78,27.32028,-80.84139,2017.0,1.0,23.0,13.0,1.0,0.0,1.49
79,27.32028,-80.84139,2017.0,1.0,23.0,13.0,2.0,0.0,1.52
80,27.32028,-80.84139,2017.0,1.0,23.0,13.0,3.0,0.0,1.55
81,27.32028,-80.84139,2017.0,1.0,23.0,13.0,4.0,0.0,1.57
82,27.32028,-80.84139,2017.0,1.0,23.0,13.0,5.0,0.0,1.58
83,27.32028,-80.84139,2017.0,1.0,23.0,13.0,6.0,0.0,1.59
84,27.32028,-80.84139,2017.0,1.0,23.0,13.0,7.0,0.0,1.59
85,27.32028,-80.84139,2017.0,1.0,23.0,13.0,8.0,0.0,1.58
86,27.32028,-80.84139,2017.0,1.0,23.0,13.0,9.0,0.0,1.57
87,27.32028,-80.84139,2017.0,1.0,23.0,13.0,10.0,0.0,1.55
88,27.32028,-80.84139,2017.0,1.0,29.0,10.0,2.0,0.0,2.58
89,27.32028,-80.84139,2017.0,1.0,29.0,10.0,3.0,0.0,2.36
90,27.32028,-80.84139,2017.0,1.0,29.0,10.0,4.0,0.0,2.21
91,27.32028,-80.84139,2017.0,1.0,29.0,10.0,5.0,0.0,2.13
92,27.32028,-80.84139,2017.0,1.0,29.0,10.0,6.0,0.0,2.13
93,27.32028,-80.84139,2017.0,1.0,29.0,10.0,7.0,0.0,2.21
94,27.32028,-80.84139,2017.0,1.0,29.0,10.0,8.0,0.0,2.36
95,27.32028,-80.84139,2017.0,1.0,29.0,10.0,9.0,0.0,2.58
96,27.32028,-80.84139,2017.0,1.0,29.0,10.0,10.0,0.0,2.88
97,27.32028,-80.84139,2017.0,1.0,29.0,10.0,11.0,0.0,3.26
98,27.32028,-80.84139,2017.0,1.0,29.0,10.0,12.0,0.0,3.66
99,27.32028,-80.84139,2017.0,1.0,29.0,10.0,13.0,0.0,3.92
100,27.32028,-80.84139,2017.0,1.0,29.0,10.0,14.0,0.0,3.99
101,27.32028,-80.84139,2017.0,1.0,29.0,10.0,15.0,0.0,3.86
102,27.32028,-80.84139,2017.0,1.0,29.0,10.0,16.0,0.0,3.62
103,27.32028,-80.84139,2017.0,1.0,29.0,10.0,17.0,0.0,3.59
104,27.32028,-80.84139,2017.0,1.0,29.0,10.0,18.0,0.0,3.84
105,27.32028,-80.84139,2017.0,1.0,29.0,10.0,19.0,0.0,4.38
106,27.32028,-80.84139,2017.0,1.0,29.0,10.0,20.0,0.0,5.07
107,27.32028,-80.84139,2017.0,1.0,29.0,10.0,21.0,0.0,5.33
108,27.32028,-80.84139,2017.0,1.0,29.0,10.0,22.0,0.0,5.03
109,27.32028,-80.84139,2017.0,1.0,29.0,10.0,23.0,0.0,4.27
110,27.32028,-80.84139,2017.0,1.0,29.0,10.0,24.0,0.0,3.48
111,27.32028,-80.84139,2017.0,1.0,29.0,10.0,25.0,0.0,2.76
112,27.32028,-80.84139,2017.0,1.0,29.0,10.0,26.0,0.0,2.12
113,27.32028,-80.84139,2017.0,1.0,29.0,10.0,27.0,0.0,1.56
114,27.32028,-80.84139,2017.0,1.0,29.0,10.0,28.0,0.0,1.07
115,27.32028,-80.84139,2017.0,1.0,29.0,10.0,29.0,0.0,0.66
116,27.32028,-80.84139,2017.0,1.0,29.0,10.0,30.0,0.0,0.32
117,27.32028,-80.84139,2017.0,1.0,29.0,10.0,31.0,0.0,0.06
118,27.32028,-80.84139,2017.0,1.0,29.0,10.0,37.0,0.0,0.01
119,27.32028,-80.84139,2017.0,1.0,29.0,10.0,38.0,0.0,0.15
120,27.32028,-80.84139,2017.0,1.0,29.0,10.0,39.0,0.0,0.31
121,27.32028,-80.84139,2017.0,1.0,29.0,10.0,40.0,0.0,0.49
122,27.32028,-80.84139,2017.0,1.0,29.0,10.0,41.0,0.0,0.68
123,27.32028,-80.84139,2017.0,1.0,29.0,10.0,42.0,0.0,0.88
124,27.32028,-80.84139,2017.0,1.0,29.0,10.0,43.0,0.0,1.1
125,27.32028,-80.84139,2017.0,1.0,29.0,10.0,44.0,0.0,1.33
126,27.32028,-80.84139,2017.0,1.0,29.0,10.0,45.0,0.0,1.57
127,27.32028,-80.84139,2017.0,1.0,29.0,10.0,46.0,0.0,1.83
128,27.32028,-80.84139,2017.0,1.0,29.0,10.0,47.0,0.0,2.11
129,27.32028,-80.84139,2017.0,1.0,29.0,10.0,48.0,0.0,2.4
130,27.32028,-80.84139,2017.0,1.0,29.0,10.0,49.0,0.0,2.7
131,27.32028,-80.84139,2017.0,1.0,29.0,10.0,50.0,0.0,2.99
132,27.32028,-80.84139,2017.0,1.0,29.0,10.0,51.0,0.0,3.18
133,27.32028,-80.84139,2017.0,1.0,29.0,10.0,52.0,0.0,3.22
134,27.32028,-80.84139,2017.0,1.0,29.0,10.0,53.0,0.0,3.13
135,27.32028,-80.84139,2017.0,1.0,29.0,10.0,54.0,0.0,2.91
136,27.32028,-80.84139,2017.0,1.0,29.0,10.0,55.0,0.0,2.57
137,27.32028,-80.84139,2017.0,1.0,29.0,10.0,56.0,0.0,2.24
138,27.32028,-80.84139,2017.0,1.0,29.0,10.0,57.0,0.0,1.94
139,27.32028,-80.84139,2017.0,1.0,29.0,10.0,58.0,0.0,1.66
140,27.32028,-80.84139,2017.0,1.0,29.0,10.0,59.0,0.0,1.41
141,27.32028,-80.84139,2017.0,1.0,29.0,11.0,0.0,0.0,1.19
142,27.32028,-80.84139,2017.0,1.0,29.0,11.0,1.0,0.0,0.99
143,27.32028,-80.84139,2017.0,1.0,29.0,11.0,2.0,0.0,0.83
144,27.32028,-80.84139,2017.0,1.0,29.0,11.0,3.0,0.0,0.69
145,27.32028,-80.84139,2017.0,1.0,29.0,11.0,4.0,0.0,0.58
146,27.32028,-80.84139,2017.0,1.0,29.0,11.0,5.0,0.0,0.49
147,27.32028,-80.84139,2017.0,1.0,29.0,11.0,6.0,0.0,0.44
148,27.32028,-80.84139,2017.0,1.0,29.0,11.0,7.0,0.0,0.41
149,27.32028,-80.84139,2017.0,1.0,29.0,11.0,8.0,0.0,0.41
150,27.32028,-80.84139,2017.0,1.0,29.0,11.0,9.0,0.0,0.44
151,27.32028,-80.84139,2017.0,1.0,29.0,11.0,10.0,0.0,0.49
152,27.32028,-80.84139,2017.0,1.0,29.0,11.0,11.0,0.0,0.58
153,27.32028,-80.84139,2017.0,1.0,29.0,11.0,12.0,0.0,0.69
154,27.32028,-80.84139,2017.0,1.0,29.0,11.0,13.0,0.0,0.83
155,27.32028,-80.84139,2017.0,1.0,29.0,11.0,26.0,0.0,-3.05
156,27.32028,-80.84139,2017.0,1.0,29.0,11.0,27.0,0.0,-3.05
157,27.32028,-80.84139,2017.0,1.0,29.0,11.0,28.0,0.0,-3.05
158,27.32028,-80.84139,2017.0,1.0,29.0,11.0,29.0,0.0,-3.05
159,27.32028,-80.84139,2017.0,1.0,29.0,11.0,30.0,0.0,-3.05
160,27.32028,-80.84139,2017.0,1.0,29.0,12.0,6.0,0.0,-3.05
161,27.32028,-80.84139,2017.0,1.0,29.0,12.0,7.0,0.0,-3.05
162,27.32028,-80.84139,2017.0,1.0,29.0,12.0,8.0,0.0,-3.05
163,27.32028,-80.84139,2017.0,1.0,29.0,12.0,9.0,0.0,-3.05
164,27.32028,-80.84139,2017.0,1.0,29.0,12.0,10.0,0.0,-3.05
165,27.32028,-80.84139,2017.0,1.0,29.0,12.0,22.0,0.0,-3.05
166,27.32028,-80.84139,2017.0,1.0,29.0,12.0,23.0,0.0,-3.05
167,27.32028,-80.84139,2017.0,1.0,29.0,12.0,24.0,0.0,-3.05
168,27.32028,-80.84139,2017.0,1.0,29.0,12.0,25.0,0.0,-3.05
169,27.32028,-80.84139,2017.0,1.0,29.0,12.0,26.0,0.0,-3.05
170,27.32028,-80.84139,2017.0,1.0,29.0,14.0,9.0,0.0,-3.05
171,27.32028,-80.84139,2017.0,1.0,29.0,14.0,10.0,0.0,-3.05
172,27.32028,-80.84139,2017.0,1.0,29.0,14.0,11.0,0.0,-3.05
173,27.32028,-80.84139,2017.0,1.0,29.0,14.0,12.0,0.0,-3.05
174,27.32028,-80.84139,2017.0,1.0,29.0,14.0,13.0,0.0,-3.05
175,27.32028,-80.84139,2017.0,1.0,29.0,15.0,4.0,0.0,-3.05
176,27.32028,-80.84139,2017.0,1.0,29.0,15.0,5.0,0.0,-3.05
177,27.32028,-80.84139,2017.0,1.0,29.0,15.0,6.0,0.0,-3.05
178,27.32028,-80.84139,2017.0,1.0,29.0,15.0,7.0,0.0,-3.05
179,27.32028,-80.84139,2017.0,1.0,29.0,15.0,8.0,0.0,-3.05
180,27.32028,-80.84139,2017.0,1.0,30.0,6.0,21.0,0.0,-3.05
181,27.32028,-80.84139,2017.0,1.0,30.0,6.0,22.0,0.0,-3.05
182,27.32028,-80.84139,2017.0,1.0,30.0,6.0,23.0,0.0,-3.05
183,27.32028,-80.84139,2017.0,1.0,30.0,6.0,24.0,0.0,-3.05
184,27.32028,-80.84139,2017.0,1.0,30.0,6.0,25.0,0.0,-3.05
