,Lat,Long,Year,Month,Date,Hour,Min,Sec,Rain Rate
0,28.37722,-81.45083,2017.0,1.0,4.0,7.0,31.0,0.0,14.29
1,28.37722,-81.45083,2017.0,1.0,4.0,7.0,32.0,0.0,14.29
2,28.37722,-81.45083,2017.0,1.0,4.0,7.0,33.0,0.0,14.29
3,28.37722,-81.45083,2017.0,1.0,4.0,7.0,34.0,0.0,8.55
4,28.37722,-81.45083,2017.0,1.0,4.0,7.0,35.0,0.0,3.73
5,28.37722,-81.45083,2017.0,1.0,4.0,7.0,36.0,0.0,2.01
6,28.37722,-81.45083,2017.0,1.0,4.0,7.0,37.0,0.0,2.77
7,28.37722,-81.45083,2017.0,1.0,4.0,7.0,38.0,0.0,3.64
8,28.37722,-81.45083,2017.0,1.0,4.0,7.0,39.0,0.0,4.0
9,28.37722,-81.45083,2017.0,1.0,4.0,7.0,40.0,0.0,3.87
10,28.37722,-81.45083,2017.0,1.0,4.0,7.0,41.0,0.0,3.34
11,28.37722,-81.45083,2017.0,1.0,4.0,7.0,42.0,0.0,2.82
12,28.37722,-81.45083,2017.0,1.0,4.0,7.0,43.0,0.0,2.4
13,28.37722,-81.45083,2017.0,1.0,4.0,7.0,44.0,0.0,2.08
14,28.37722,-81.45083,2017.0,1.0,4.0,7.0,45.0,0.0,1.87
15,28.37722,-81.45083,2017.0,1.0,4.0,7.0,46.0,0.0,1.77
16,28.37722,-81.45083,2017.0,1.0,4.0,7.0,47.0,0.0,1.77
17,28.37722,-81.45083,2017.0,1.0,4.0,7.0,48.0,0.0,1.87
18,28.37722,-81.45083,2017.0,1.0,4.0,7.0,49.0,0.0,2.08
19,28.37722,-81.45083,2017.0,1.0,7.0,3.0,24.0,0.0,1.41
20,28.37722,-81.45083,2017.0,1.0,7.0,3.0,25.0,0.0,1.21
21,28.37722,-81.45083,2017.0,1.0,7.0,3.0,26.0,0.0,1.04
22,28.37722,-81.45083,2017.0,1.0,7.0,3.0,27.0,0.0,0.91
23,28.37722,-81.45083,2017.0,1.0,7.0,3.0,28.0,0.0,0.81
24,28.37722,-81.45083,2017.0,1.0,7.0,3.0,29.0,0.0,0.75
25,28.37722,-81.45083,2017.0,1.0,7.0,3.0,30.0,0.0,0.71
26,28.37722,-81.45083,2017.0,1.0,7.0,3.0,31.0,0.0,0.71
27,28.37722,-81.45083,2017.0,1.0,7.0,3.0,32.0,0.0,0.75
28,28.37722,-81.45083,2017.0,1.0,7.0,3.0,33.0,0.0,0.81
29,28.37722,-81.45083,2017.0,1.0,7.0,3.0,34.0,0.0,0.91
30,28.37722,-81.45083,2017.0,1.0,7.0,3.0,35.0,0.0,1.04
31,28.37722,-81.45083,2017.0,1.0,7.0,3.0,36.0,0.0,1.21
32,28.37722,-81.45083,2017.0,1.0,7.0,3.0,37.0,0.0,1.41
33,28.37722,-81.45083,2017.0,1.0,7.0,3.0,38.0,0.0,1.64
34,28.37722,-81.45083,2017.0,1.0,7.0,3.0,39.0,0.0,1.91
35,28.37722,-81.45083,2017.0,1.0,7.0,3.0,40.0,0.0,2.2
36,28.37722,-81.45083,2017.0,1.0,7.0,3.0,41.0,0.0,2.53
37,28.37722,-81.45083,2017.0,1.0,7.0,3.0,42.0,0.0,2.87
38,28.37722,-81.45083,2017.0,1.0,7.0,3.0,43.0,0.0,3.09
39,28.37722,-81.45083,2017.0,1.0,7.0,3.0,44.0,0.0,3.17
40,28.37722,-81.45083,2017.0,1.0,7.0,3.0,45.0,0.0,3.1
41,28.37722,-81.45083,2017.0,1.0,7.0,3.0,46.0,0.0,2.9
42,28.37722,-81.45083,2017.0,1.0,7.0,3.0,47.0,0.0,2.57
43,28.37722,-81.45083,2017.0,1.0,7.0,3.0,48.0,0.0,2.26
44,28.37722,-81.45083,2017.0,1.0,7.0,3.0,49.0,0.0,1.99
45,28.37722,-81.45083,2017.0,1.0,7.0,3.0,50.0,0.0,1.75
